Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Thigh_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Shank_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Foot_R	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Thigh_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Shank_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Foot_L	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Pelvis	Annotation	Annotation
Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Sync Timestamp	Offset Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Timestamp	Gyroscope X	Gyroscope Y	Gyroscope Z	Wide Range Accelerometer X	Wide Range Accelerometer Y	Wide Range Accelerometer Z	Magnetometer X	Magnetometer Y	Magnetometer Z	Pulse	Level
CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	CAL	Pulse	Level
mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	secs	secs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	mSecs	deg/sec	deg/sec	deg/sec	m/(sec^2)	m/(sec^2)	m/(sec^2)	local	local	local	Boolean	Boolean
2348789.0625	2.8014	-2.2219	-0.5338	-1.0783	9.4141	2.5112	-0.4210	-0.6971	-0.5662	2350380.8594	-2.2026	-37.9765	-85.6353	-5.4652	9.4886	0.5645	-0.1096	-0.7539	-0.4946	2350380.8594	-50.7567	4.8218	-87.6455	-0.3333	14.8904	-3.9727	-0.7384	-0.2292	0.6476	2349863.2812	15.4600	28.3771	9.1685	1.1947	9.3735	2.5397	0.3216	-0.6872	0.0375	2350380.8594	3509014446.9156	3509012096.5347	-3.8087	-8.3831	-28.8938	2.2017	9.7651	2.5135	0.2633	-0.7234	0.1705	2350380.8594	1.8664	4.5420	-13.1442	-0.8683	5.0851	-8.3791	-0.7140	1.8971	0.5798	2347705.0781	0.2539	4.5255	1.0506	0.3443	9.4744	-2.2636	0.3098	-0.8046	-0.2166	0.0000	0.0000
2348798.8281	2.8014	-2.2219	-0.5338	-1.2376	9.4905	2.5121	-0.4095	-0.6699	-0.5466	2350390.6250	-7.1120	-41.0941	-32.3480	-5.5448	9.2521	0.3334	-0.1192	-0.7773	-0.5312	2350390.6250	-0.5559	-2.8793	-68.9452	-0.8005	14.6575	-3.7352	-0.7384	-0.2292	0.6476	2349873.0469	15.4600	28.3771	9.1685	1.7340	9.4499	2.3019	0.3098	-0.6790	0.0023	2350390.6250	3509014446.9253	3509012096.5347	-3.8087	-8.3831	-28.8938	0.9499	9.9206	2.5119	0.2531	-0.7021	0.2042	2350390.6250	1.8664	4.5420	-13.1442	-1.0282	4.9264	-8.6115	-0.6920	1.9160	0.5282	2347714.8437	0.2539	4.5255	1.0506	0.4239	9.5508	-2.2644	0.2894	-0.7816	-0.2304	0.0000	0.0000
2348808.5937	2.8014	-2.2219	-0.5338	-1.2369	9.4141	2.5880	-0.4038	-0.6680	-0.5705	2350400.3906	-7.1120	-41.0941	-32.3480	-5.5448	9.1016	0.8868	-0.1192	-0.7773	-0.5312	2350400.3906	-0.5559	-2.8793	-68.9452	-0.6448	14.3492	-3.1959	-0.7827	-0.3063	0.6542	2349882.8125	15.4600	28.3771	9.1685	2.0428	9.5263	2.2209	0.3118	-0.6996	0.0187	2350400.3906	3509014446.9351	3509012096.5347	-3.8087	-8.3831	-28.8938	-0.3802	10.1586	2.9836	0.2469	-0.7660	0.2168	2350400.3906	1.8664	4.5420	-13.1442	-1.1835	4.9313	-8.3697	-0.7360	1.9307	0.5798	2347724.6094	0.2539	4.5255	1.0506	0.4262	9.4767	-2.0304	0.3006	-0.7739	-0.2143	0.0000	0.0000
2348818.3594	3.7456	-1.5870	-0.6226	-1.3970	9.4141	2.5144	-0.4000	-0.6602	-0.5510	2350410.1562	-7.1120	-41.0941	-32.3480	-5.5448	8.9478	1.1257	-0.1269	-0.7637	-0.5161	2350410.1562	-0.5559	-2.8793	-68.9452	-0.6448	13.1790	-2.5695	-0.8109	-0.2729	0.6938	2349892.5781	8.6178	27.8289	-0.3609	1.8114	9.6026	2.2996	0.3118	-0.6996	0.0187	2350410.1562	3509014446.9449	3509012096.5347	-8.7823	48.8422	-41.7232	-0.6149	10.3880	2.5862	0.2469	-0.7660	0.2168	2350410.1562	1.8664	4.5420	-13.1442	-1.2647	5.0805	-8.6099	-0.7360	1.9307	0.5798	2347734.3750	0.1502	4.6466	1.3275	0.4247	9.4752	-2.1859	0.3191	-0.7759	-0.2258	0.0000	0.0000
2348828.1250	3.7456	-1.5870	-0.6226	-1.3188	9.4905	2.3625	-0.4019	-0.6660	-0.5640	2350419.9219	-7.1120	-41.0941	-32.3480	-6.0224	8.2495	1.5328	-0.1192	-0.7637	-0.4968	2350419.9219	39.7569	-15.0216	-34.1345	-0.2555	11.7711	-2.1752	-0.8109	-0.2729	0.6938	2349902.3437	8.6178	27.8289	-0.3609	1.6574	9.7554	2.3768	0.3176	-0.6811	0.0375	2350419.9219	3509014446.9546	3509012096.5347	-8.7823	48.8422	-41.7232	0.1675	11.0933	3.1323	0.2429	-0.6936	0.1874	2350419.9219	12.9655	1.4230	-17.6384	-0.9495	5.0804	-8.6162	-0.7100	1.9244	0.5681	2347744.1406	0.1502	4.6466	1.3275	0.5050	9.3995	-2.1074	0.3228	-0.7625	-0.2166	0.0000	0.0000
2348837.8906	3.7456	-1.5870	-0.6226	-1.4782	9.3377	2.3656	-0.3981	-0.6602	-0.5597	2350429.6875	-14.0920	-42.1408	8.7751	-6.4204	6.8449	1.5609	-0.1192	-0.7637	-0.4968	2350429.6875	39.7569	-15.0216	-34.1345	0.2117	9.8251	-0.7006	-0.7887	-0.2771	0.6916	2349912.1094	8.6178	27.8289	-0.3609	1.6566	10.1372	2.2958	0.3137	-0.6811	0.0094	2350429.6875	3509014446.9644	3509012096.5347	-8.7823	48.8422	-41.7232	1.6540	11.3218	2.6559	0.2184	-0.7170	0.2126	2350429.6875	12.9655	1.4230	-17.6384	-1.1103	5.5360	-8.9405	-0.7100	1.9286	0.5258	2347753.9062	0.1502	4.6466	1.3275	0.5035	9.3979	-2.2629	0.3117	-0.7854	-0.2304	0.0000	0.0000
2348847.6562	3.7456	-1.5870	-0.6226	-1.3978	9.4141	2.4392	-0.4190	-0.6505	-0.5727	2350439.4531	-14.0920	-42.1408	8.7751	-6.6592	4.9682	1.2053	-0.1019	-0.7715	-0.5118	2350439.4531	39.7569	-15.0216	-34.1345	1.5353	14.6319	1.5430	-0.8068	-0.3479	0.6960	2349921.8750	5.8319	-23.2839	-3.8484	1.7316	10.2136	2.0627	0.2980	-0.6996	0.0258	2350439.4531	3509014446.9742	3509012096.5347	-16.1499	18.6851	-59.3016	0.5587	11.3218	2.6559	0.2041	-0.7404	0.2400	2350439.4531	12.9655	1.4230	-17.6384	-1.0337	4.4534	-9.1592	-0.7240	1.9328	0.5869	2347763.6719	0.2712	3.7687	1.2621	0.5043	9.3222	-2.1844	0.3265	-0.7950	-0.2212	0.0000	0.0000
2348857.4219	3.5574	2.6493	-1.3654	-1.3978	9.4141	2.4392	-0.4114	-0.6447	-0.5553	2350449.2187	-14.0920	-42.1408	8.7751	-4.1915	5.9920	2.1283	-0.1115	-0.7520	-0.4989	2350449.2187	102.3553	-33.9777	62.5868	-7.1849	2.4349	-10.3102	-0.8249	-0.4083	0.7181	2349931.6406	5.8319	-23.2839	-3.8484	1.4214	9.8317	1.9924	0.2980	-0.6996	0.0258	2350449.2187	3509014446.9839	3509012096.5347	-16.1499	18.6851	-59.3016	-0.3802	12.2486	2.0146	0.2041	-0.7404	0.2400	2350449.2187	38.2346	-0.5606	-16.0926	-1.0291	5.0788	-8.6942	-0.7240	1.9328	0.5869	2347773.4375	0.2712	3.7687	1.2621	0.4239	9.5508	-2.2644	0.2987	-0.7931	-0.2166	0.0000	0.0000
2348867.1875	3.5574	2.6493	-1.3654	-1.2376	9.4141	2.5128	-0.4171	-0.6602	-0.5683	2350458.9844	34.0768	-85.9608	14.3065	-1.3259	13.8048	2.9156	-0.1288	-0.7754	-0.4860	2350458.9844	102.3553	-33.9777	62.5868	15.7056	24.4374	-21.8228	-0.8249	-0.4083	0.7181	2349941.4062	5.8319	-23.2839	-3.8484	0.7241	10.1372	1.9191	0.3196	-0.7037	0.0281	2350458.9844	3509014446.9937	3509012096.5347	-16.1499	18.6851	-59.3016	-0.6149	12.8698	1.9293	0.1918	-0.7128	0.2042	2350458.9844	38.2346	-0.5606	-16.0926	-0.6429	4.6008	-9.4884	-0.6900	1.8950	0.5704	2347783.2031	0.2712	3.7687	1.2621	0.4254	9.5524	-2.1089	0.3284	-0.7816	-0.2258	0.0000	0.0000
2348876.9531	3.5574	2.6493	-1.3654	-1.3181	9.3377	2.4392	-0.4133	-0.6524	-0.5683	2350468.7500	34.0768	-85.9608	14.3065	-1.3259	22.7872	3.6008	-0.1288	-0.7754	-0.4860	2350468.7500	102.3553	-33.9777	62.5868	12.5134	16.6454	-24.5557	-0.8149	-0.4146	0.6652	2349951.1719	-10.7301	-44.2336	-4.7428	0.1005	10.1372	1.4622	0.3196	-0.6687	-0.0070	2350468.7500	3509014447.0034	3509012096.5347	-16.1499	18.6851	-59.3016	0.0892	14.1822	0.9681	0.1735	-0.7085	0.2211	2350468.7500	38.2346	-0.5606	-16.0926	-0.7185	4.6072	-9.1686	-0.6920	1.8655	0.5469	2347792.9687	0.2712	3.7687	1.2621	0.4254	9.3995	-2.1074	0.3135	-0.7950	-0.2212	0.0000	0.0000
2348886.7187	2.5081	4.8077	-1.7662	-1.1602	9.4905	2.2857	-0.4190	-0.6583	-0.5597	2350478.5156	34.0768	-85.9608	14.3065	-4.9080	23.0648	0.1358	-0.0981	-0.7617	-0.5161	2350478.5156	102.3553	-33.9777	62.5868	-5.3163	-8.8391	-8.2954	-0.7787	-0.4146	0.7093	2349960.9375	-10.7301	-44.2336	-4.7428	0.1005	10.1372	1.4622	0.2980	-0.6790	0.0234	2350478.5156	3509014447.0132	3509012096.5347	-16.1740	9.2401	-73.9006	0.9499	15.1121	0.6427	0.1735	-0.7085	0.2211	2350478.5156	123.8004	-51.3070	-12.6525	-0.8753	4.2240	-9.0782	-0.7140	1.8634	0.5939	2347802.7344	-0.3861	2.9666	0.9398	0.5831	9.3979	-2.2629	0.3154	-0.7989	-0.2189	0.0000	0.0000
2348896.4844	2.5081	4.8077	-1.7662	-1.1587	9.4141	2.4368	-0.4000	-0.6602	-0.5553	2350488.2812	-49.6162	72.0724	64.5771	-2.7587	14.8367	-3.1591	-0.1077	-0.8027	-0.5097	2350488.2812	-18.3491	-194.9709	-6.0843	-6.6399	-11.1779	0.9609	-0.7787	-0.4458	0.7093	2349970.7031	-10.7301	-44.2336	-4.7428	-1.1376	10.0609	1.4753	0.2980	-0.6790	0.0234	2350488.2812	3509014447.0230	3509012096.5347	-16.1740	9.2401	-73.9006	0.1675	15.5025	0.7968	0.1551	-0.7553	0.2484	2350488.2812	123.8004	-51.3070	-12.6525	-1.0417	4.3605	-9.9532	-0.7140	1.8634	0.5939	2347812.5000	-0.3861	2.9666	0.9398	0.4254	9.5524	-2.1089	0.2894	-0.7912	-0.2166	0.0000	0.0000
2348906.2500	2.5081	4.8077	-1.7662	-0.9986	9.4905	2.5097	-0.4076	-0.6718	-0.5618	2350498.0469	-49.6162	72.0724	64.5771	0.8234	3.4171	-5.6040	-0.0923	-0.7871	-0.4817	2350498.0469	-18.3491	-194.9709	-6.0843	-6.2506	13.4926	-18.2669	-0.7807	-0.4458	0.7511	2349980.4687	5.8625	11.2049	-12.9362	-2.2139	9.6026	2.1855	0.3118	-0.7099	0.0304	2350498.0469	3509014447.0327	3509012096.5347	-16.1740	9.2401	-73.9006	-0.5367	16.2015	0.7108	0.1408	-0.7511	0.2232	2350498.0469	123.8004	-51.3070	-12.6525	-1.2026	5.0471	-10.2821	-0.6960	1.8277	0.5798	2347822.2656	-0.3861	2.9666	0.9398	0.4247	9.4752	-2.1859	0.3135	-0.7778	-0.2166	0.0000	0.0000
2348916.0156	3.0528	3.0993	-1.4040	-0.9986	9.4905	2.5097	-0.4019	-0.6641	-0.5662	2350507.8125	-49.6162	72.0724	64.5771	1.4602	-0.2371	-4.1943	-0.0923	-0.7871	-0.4817	2350507.8125	-18.3491	-194.9709	-6.0843	9.2433	19.7541	-11.7233	-0.7686	-0.5083	0.7247	2349990.2344	5.8625	11.2049	-12.9362	-2.2759	9.5263	3.7309	0.2961	-0.7078	0.0023	2350507.8125	3509014447.0425	3509012096.5347	-19.5932	-4.7406	-88.2232	-0.4584	16.5990	1.5760	0.1204	-0.7532	0.2211	2350507.8125	206.1298	-59.4418	-26.9418	-1.6817	4.5726	-10.8999	-0.6880	1.8256	0.5634	2347832.0312	-0.3580	2.4519	0.7114	0.5823	9.5501	-2.3422	0.3024	-0.8008	-0.2235	0.0000	0.0000
2348925.7812	3.0528	3.0993	-1.4040	-1.0790	9.4905	2.4353	-0.4000	-0.6641	-0.5466	2350517.5781	51.9454	-130.0556	23.2812	-8.7289	7.2115	-0.8052	-0.0808	-0.7578	-0.5118	2350517.5781	-23.4310	-72.3478	19.4439	6.1290	3.0778	-0.9228	-0.7445	-0.4583	0.7335	2350000.0000	5.8625	11.2049	-12.9362	-1.4858	9.1444	5.3480	0.2961	-0.7078	0.0023	2350517.5781	3509014447.0523	3509012096.5347	-19.5932	-4.7406	-88.2232	-0.1455	17.3012	1.8060	0.1204	-0.7532	0.2211	2350517.5781	206.1298	-59.4418	-26.9418	-1.8369	4.5005	-10.6565	-0.6860	1.7941	0.6150	2347841.7969	-0.3580	2.4519	0.7114	0.3451	9.4752	-2.1859	0.3117	-0.7874	-0.2166	0.0000	0.0000
2348935.5469	3.0528	3.0993	-1.4040	-0.9993	9.4141	2.4352	-0.4000	-0.6524	-0.5531	2350527.3437	51.9454	-130.0556	23.2812	-15.1766	10.0545	2.5188	-0.1019	-0.7617	-0.4989	2350527.3437	-23.4310	-72.3478	19.4439	-2.0462	9.1696	-11.3509	-0.7445	-0.4583	0.7335	2350009.7656	5.8625	11.2049	-12.9362	-0.0117	8.7625	5.7231	0.3000	-0.6728	0.0141	2350527.3437	3509014447.0620	3509012096.5347	-19.5932	-4.7406	-88.2232	-0.3020	18.0026	1.9570	0.1102	-0.7723	0.2674	2350527.3437	206.1298	-59.4418	-26.9418	-2.4713	4.4928	-11.0417	-0.6860	1.7941	0.6150	2347851.5625	-0.3580	2.4519	0.7114	0.4239	9.4744	-2.2636	0.2987	-0.7701	-0.2212	0.0000	0.0000
2348945.3125	3.2962	0.6881	-1.1232	-1.0768	9.5668	2.6601	-0.4114	-0.6621	-0.5488	2350537.1094	51.9454	-130.0556	23.2812	-11.1169	8.4820	1.3709	-0.0923	-0.7695	-0.4925	2350537.1094	-23.4310	-72.3478	19.4439	3.2482	4.4159	-8.2831	-0.7545	-0.4771	0.7533	2350019.5312	18.1540	-21.0534	-5.7405	0.6847	8.7625	5.7161	0.3098	-0.6955	0.0141	2350537.1094	3509014447.0718	3509012096.5347	-1.2899	-45.3944	-96.9925	-1.1626	18.4040	3.2172	0.0939	-0.7830	0.2400	2350537.1094	206.1298	-59.4418	-26.9418	-4.8330	5.0374	-10.7665	-0.6580	1.7605	0.5962	2347861.3281	-0.5436	1.7254	0.4006	0.5035	9.3979	-2.2629	0.3191	-0.7874	-0.2097	0.0000	0.0000
2348955.0781	3.2962	0.6881	-1.1232	-1.0790	9.5668	2.4345	-0.4057	-0.6485	-0.5683	2350546.8750	51.9454	-130.0556	23.2812	-5.3060	9.8156	2.0518	-0.0923	-0.7695	-0.4925	2350546.8750	-0.3557	-35.9042	-1.3894	3.1703	4.2414	-10.0477	-0.7344	-0.4687	0.7709	2350029.2969	18.1540	-21.0534	-5.7405	0.4518	8.6862	5.6420	0.3020	-0.6975	-0.0094	2350546.8750	3509014447.0816	3509012096.5347	-1.2899	-45.3944	-96.9925	-0.4584	19.3442	3.9189	0.0939	-0.7830	0.2400	2350546.8750	287.3883	-80.5862	-112.4289	-6.6224	5.1612	-8.4248	-0.6360	1.6996	0.5704	2347871.0937	-0.5436	1.7254	0.4006	0.3458	9.4759	-2.1081	0.3061	-0.7701	-0.2212	0.0000	0.0000
2348964.8437	3.2962	0.6881	-1.1232	-1.1587	9.4905	2.4361	-0.4019	-0.6447	-0.5423	2350556.6406	4.7425	11.1729	4.9377	-4.9080	12.5484	2.1544	-0.0827	-0.7578	-0.5161	2350556.6406	-0.3557	-35.9042	-1.3894	1.6910	4.6498	-8.4236	-0.7163	-0.4687	0.7511	2350039.0625	18.1540	-21.0534	-5.7405	-0.0140	9.1444	5.4877	0.3020	-0.6975	-0.0094	2350556.6406	3509014447.0913	3509012096.5347	-1.2899	-45.3944	-96.9925	-3.2751	19.6663	5.0219	0.0837	-0.7617	0.2274	2350556.6406	287.3883	-80.5862	-112.4289	-6.8153	14.5636	-11.9522	-0.6840	1.6282	0.6197	2347880.8594	-0.5436	1.7254	0.4006	0.2655	9.4752	-2.1859	0.3135	-0.7816	-0.2235	0.0000	0.0000
2348974.6094	3.2962	0.6881	-1.1232	-1.1587	9.4905	2.4361	-0.4000	-0.6796	-0.5618	2350566.4062	4.7425	11.1729	4.9377	-3.3955	12.4609	1.2127	-0.1019	-0.7891	-0.5140	2350566.4062	-0.3557	-35.9042	-1.3894	3.1703	5.0449	-8.1350	-0.7163	-0.4687	0.7511	2350048.8281	18.3224	-39.3965	-3.8892	-0.2485	9.2971	5.2569	0.2902	-0.7325	-0.0070	2350566.4062	3509014447.1011	3509012096.5347	23.2087	-70.3987	-106.3710	-6.4829	19.6734	5.7329	0.0551	-0.7915	0.2526	2350566.4062	287.3883	-80.5862	-112.4289	-2.3686	32.4899	-24.4196	-0.6840	1.6282	0.6197	2347890.6250	-0.4712	1.5135	0.0340	0.5035	9.5508	-2.2644	0.3024	-0.8142	-0.2281	0.0000	0.0000
2348984.3750	2.9458	2.2258	-0.9248	-1.0001	9.4905	2.3593	-0.4038	-0.6816	-0.5575	2350576.1719	4.7425	11.1729	4.9377	-3.3159	10.5069	0.9373	-0.1019	-0.7891	-0.5140	2350576.1719	-4.2442	-18.1890	-1.0061	1.6131	4.6491	-8.4996	-0.7565	-0.4896	0.7709	2350058.5937	18.3224	-39.3965	-3.8892	-0.1022	9.2971	4.4062	0.3137	-0.6893	-0.0023	2350576.1719	3509014447.1109	3509012096.5347	23.2087	-70.3987	-106.3710	-5.8570	18.9838	6.7670	0.0551	-0.7851	0.2442	2350576.1719	266.5361	5.6302	-123.3492	1.7016	22.5790	-19.3675	-0.6940	1.5546	0.5610	2347900.3906	-0.4712	1.5135	0.0340	0.3451	9.4752	-2.1859	0.3173	-0.8103	-0.2189	0.0000	0.0000
2348994.1406	2.9458	2.2258	-0.9248	-0.9993	9.4141	2.4352	-0.4038	-0.6835	-0.5748	2350585.9375	5.9670	-7.8208	2.6573	-4.2711	9.8811	0.7926	-0.0827	-0.7598	-0.4946	2350585.9375	-4.2442	-18.1890	-1.0061	2.0024	4.4914	-8.5787	-0.7485	-0.5021	0.7599	2350068.3594	18.3224	-39.3965	-3.8892	-0.3429	9.3735	3.5587	0.3020	-0.6914	-0.0375	2350585.9375	3509014447.1206	3509012096.5347	23.2087	-70.3987	-106.3710	-1.9450	17.2629	5.7570	0.0551	-0.7851	0.2442	2350585.9375	266.5361	5.6302	-123.3492	-6.4431	24.0698	-14.1398	-0.7000	1.5567	0.5493	2347910.1562	-0.4712	1.5135	0.0340	0.2662	9.4759	-2.1081	0.2857	-0.7663	-0.2212	0.0000	0.0000
2349003.9062	2.9458	2.2258	-0.9248	-0.9986	9.4905	2.5097	-0.4038	-0.6816	-0.5510	2350595.7031	5.9670	-7.8208	2.6573	-4.1119	10.4305	1.0961	-0.0827	-0.7676	-0.5247	2350595.7031	-4.2442	-18.1890	-1.0061	2.0024	4.0993	-8.5748	-0.7485	-0.5021	0.7599	2350078.1250	4.8217	-42.2186	-6.0678	-0.6547	9.4499	3.3294	0.3020	-0.6914	-0.0375	2350595.7031	3509014447.1304	3509012096.5347	23.2087	-70.3987	-106.3710	5.0183	16.1108	7.1907	0.0122	-0.7532	0.2063	2350595.7031	266.5361	5.6302	-123.3492	-2.7943	32.0451	-19.7057	-0.7000	1.5567	0.5493	2347919.9219	-0.4712	1.5135	0.0340	0.4239	9.4744	-2.2636	0.3135	-0.7893	-0.2235	0.0000	0.0000
2349013.6719	2.3544	0.6055	-0.4183	-0.9986	9.4905	2.5097	-0.4095	-0.6893	-0.5770	2350605.4687	5.9670	-7.8208	2.6573	-4.0323	10.1987	1.3366	-0.0962	-0.7871	-0.5118	2350605.4687	-4.2442	-18.1890	-1.0061	2.1582	4.4137	-8.5027	-0.7103	-0.4750	0.7665	2350087.8906	4.8217	-42.2186	-6.0678	-0.4984	9.3735	3.4830	0.2941	-0.7037	-0.0304	2350605.4687	3509014447.1402	3509012096.5347	41.2426	24.0870	-119.2261	13.5465	15.8989	9.3262	-0.0020	-0.7660	0.2421	2350605.4687	38.8992	-60.4042	-193.1099	5.6465	14.7349	-11.0905	-0.7420	1.4685	0.5587	2347929.6875	-0.3988	1.7406	-0.3326	0.4262	9.4767	-2.0304	0.3135	-0.7644	-0.2189	0.0000	0.0000
2349023.4375	2.3544	0.6055	-0.4183	-0.9986	9.4141	2.5104	-0.4114	-0.6447	-0.5488	2350615.2344	9.3910	12.7551	-13.7754	-4.5100	10.1972	1.1793	-0.0962	-0.7871	-0.5118	2350615.2344	5.5764	-7.3025	0.3730	2.0803	4.7282	-8.4282	-0.7505	-0.5021	0.7709	2350097.6562	4.8217	-42.2186	-6.0678	0.2792	9.2971	3.8620	0.3000	-0.7037	-0.0164	2350615.2344	3509014447.1499	3509012096.5347	41.2426	24.0870	-119.2261	16.6760	14.6658	10.4447	-0.0020	-0.7660	0.2421	2350615.2344	38.8992	-60.4042	-193.1099	-7.1616	38.7579	-22.9367	-0.7100	1.4706	0.5211	2347939.4531	-0.3988	1.7406	-0.3326	0.5027	9.3971	-2.3406	0.3284	-0.7759	-0.2189	0.0000	0.0000
2349033.2031	2.3544	0.6055	-0.4183	-0.9189	9.4141	2.5096	-0.4095	-0.6427	-0.5553	2350625.0000	9.3910	12.7551	-13.7754	-4.7488	9.8866	1.3428	-0.0981	-0.7871	-0.4903	2350625.0000	5.5764	-7.3025	0.3730	2.0024	4.9635	-8.4298	-0.7404	-0.5000	0.7841	2350107.4219	4.7911	-45.4836	-7.9909	0.6662	9.2971	3.8581	0.3000	-0.7037	-0.0164	2350625.0000	3509014447.1597	3509012096.5347	41.2426	24.0870	-119.2261	14.1724	14.1732	7.8422	-0.0327	-0.7830	0.2358	2350625.0000	38.8992	-60.4042	-193.1099	-5.0883	23.9419	-20.5325	-0.7240	1.4202	0.5117	2347949.2187	-0.3988	1.7406	-0.3326	0.3443	9.5508	-2.2644	0.3061	-0.7835	-0.2235	0.0000	0.0000
2349042.9687	3.2045	-1.7350	0.8938	-1.0790	9.5668	2.4345	-0.4133	-0.6369	-0.5445	2350634.7656	9.3910	12.7551	-13.7754	-4.7488	9.4972	1.4292	-0.0923	-0.7578	-0.5226	2350634.7656	5.5764	-7.3025	0.3730	2.0803	4.8866	-8.2762	-0.7404	-0.5000	0.7841	2350117.1875	4.7911	-45.4836	-7.9909	0.8983	9.5263	3.8535	0.3118	-0.6749	-0.0351	2350634.7656	3509014447.1695	3509012096.5347	55.0056	-221.5954	-159.9583	12.6076	14.9215	4.9113	-0.0612	-0.7617	0.1916	2350634.7656	38.8992	-60.4042	-193.1099	-4.7299	22.8730	-16.2198	-0.7240	1.4202	0.5117	2347958.9844	0.2828	1.5590	-0.6175	0.4239	9.5508	-2.2644	0.3265	-0.7989	-0.2166	0.0000	0.0000
2349052.7344	3.2045	-1.7350	0.8938	-0.8399	9.4141	2.4336	-0.4114	-0.6427	-0.5683	2350644.5312	9.3910	12.7551	-13.7754	-4.5100	9.6556	1.6619	-0.1038	-0.7949	-0.5097	2350644.5312	7.0635	-3.9151	-4.0934	2.0803	4.7274	-8.5051	-0.7123	-0.4958	0.7599	2350126.9531	4.7911	-45.4836	-7.9909	0.8929	9.6790	3.3117	0.2882	-0.6872	-0.0398	2350644.5312	3509014447.1792	3509012096.5347	55.0056	-221.5954	-159.9583	10.3386	13.9154	5.3954	-0.0612	-0.7745	0.2168	2350644.5312	-66.9040	43.5180	-177.2109	-2.7880	16.3501	-11.1929	-0.7540	1.4265	0.5469	2347968.7500	0.2828	1.5590	-0.6175	0.2655	9.4752	-2.1859	0.2968	-0.7874	-0.2166	0.0000	0.0000
